category,subcategory,name,specification,text message,option 1,option 2,option 3,option 4,option 5,option 6,option 7,option 8,option 9,option 10,name of flow,flow id,node id
Content,Positive,IPV,,Having a loving relationship with our partner can have a big impact on how we feel. It also helps make our children feel loved and safe.,,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,3b0e153a-acfd-46e4-a564-71d8a77c927b
Content,Positive,IPV,,Would you like to learn more about this tip?,Yes,No,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,d7c4dcf3-7b88-4516-8835-403185073c8b
Content,Positive,IPV,,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,5121e27f-9657-4bf2-812e-bd917c03a0e5
Content,Positive,IPV,,Here’s a video on how you can develop a loving and peaceful relationship with your partner!,,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,0ebde1b6-04f0-455a-9994-a2aa95e8a982
Content,Positive,IPV,,Here’s an audio message on how you can develop a loving and peaceful relationship with your partner!,,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,f7772867-5622-4431-b806-0319434a62c6
Content,Positive,IPV,,"That's okay! You can always type ""Help"" at anytime if you need any support with relationships with your partner or other adults. Chat to you later!",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,36cd4b6f-de28-4ea0-8bc3-9f938bb858a5
Content,Positive,IPV,,"Here are 5 simple tips on how you can develop a loving and peaceful relationship with your partner:
  
  1. Treat each other as equals
  2. Become a confident parent and a supportive partner
  3. Share family responsibilities
  4. Resolve conflict peacefully
  5. Listen and talk to each other
  
Type ""1"" to ""5"" to learn more about these tips. Type ""N"" to stop this tip.",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,268a8a4f-21f9-4b2f-8824-ff5cb04d8fd9
Content,Positive,IPV,,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,54a314c1-1470-469a-b5d9-e58a4a7eb270
Content,Positive,IPV,,"Please select another number if you want to learn more about how you can develop a loving and peaceful relationship with your partner:

1. Treating each other as equals
2. Become a confident parent and a supportive partner
3. Share family responsibilities
4. Resolve conflict peacefully
5. Listen and talk to each other

You can also type ""N"" to stop this tip.",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,87b9a81b-1f72-4bdf-9653-7e58d4a14adb
Content,Positive,IPV,,"Well done for adding another skill to your Parenting Toolkit! Over the next few days, try using some of these tips in your relationships with your partner. Having a loving relationship with your partner can have a big impact on how you feel and can also help your children feel loved and safe!",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,834034b4-0e85-4034-89ab-9ac23022de87
Content,Positive,IPV,,"We understand that these times can be very challenging. Please type ""help"" if you want any extra support or information. Chat later!",,,,,,,,,,,PLH - Content - Positive - IPV,902cc573-5ec6-43f3-8ebd-57a042bf1cf2,1cf8ed68-a951-4563-8d0d-58322e52b891
